,ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,D_min,D_max,D_std,M_MOROSO,MONTO,SEGURO,FUGA,D_Marzo2,D_Abril2,D_Mayo2,D_Junio2,D_Julio2,D_Agosto2,D_Septiembre2,VM_AbrilMarzo,VM_MayoAbril,VM_JunioMayo,VM_JulioJunio,VM_AgostoJulio,VM_SeptiembreAgosto,logVM_AbrilMarzo,Monto_Total_Deuda,logMTD,Frecuencia
919,920,0,32405,54,12,1,55,90,0,310617,0,0,0,4427,0,4427.0,310617.0,117134,1,1600000,NO,FUGA,1,310618,1,1,1,4428,1,310618.0,3.2193884449709933e-06,1.0,1.0,4428.0,0.00022583559168925022,12.646322359751103,315044,12.660470764747517,2
920,921,0,1413878,41,18,1,55,90,0,2935,0,87519,1666,2355,73,73.0,87519.0,32658,2,5300000,SI,FUGA,1,2936,1,87520,1667,2356,74,2936.0,0.0003405994550408719,87520.0,0.01904707495429616,1.4133173365326934,0.031409168081494056,7.98514393119862,94548,11.456873497616078,5
921,922,1,164309,30,14,2,48,89,0,3241,0,553,104,0,51,51.0,3241.0,1196,1,1600000,NO,NO FUGA,1,3242,1,554,105,1,52,3242.0,0.00030845157310302283,554.0,0.18953068592057762,0.009523809523809525,52.0,8.084254106307318,3949,8.281470857895167,4
922,923,0,43016,43,18,1,55,90,0,942300,0,746603,600,0,6072,600.0,942300.0,415265,2,2300000,SI,FUGA,1,942301,1,746604,601,1,6073,942301.0,1.0612320267090877e-06,746604.0,0.0008049782749623629,0.0016638935108153079,6073.0,13.756081096658901,1695575,14.343533064078777,4
923,924,0,297728,55,18,2,27,226,0,31364,0,668407,1925,0,666,666.0,668407.0,250759,2,1500000,NO,FUGA,1,31365,1,668408,1926,1,667,31365.0,3.188267176789415e-05,668408.0,0.002881473590980359,0.0005192107995846313,667.0,10.35347978269437,702362,13.462205643378,4
924,925,1,726493,49,12,1,138,1,315512,27179,0,415601,1058,3112,200,200.0,415601.0,177917,2,2400000,NO,FUGA,315513,27180,1,415602,1059,3113,201,0.0861454203154862,3.679175864606328e-05,415602.0,0.002548110933056145,2.939565627950897,0.06456794089302924,0.08263511707356316,762662,13.544571535109851,6
925,926,1,7156977,39,14,2,53,94,0,203169,0,32100,44,0,36,36.0,203169.0,75713,1,1600000,NO,NO FUGA,1,203170,1,32101,45,1,37,203170.0,4.921986513756952e-06,32101.0,0.001401825488302545,0.022222222222222223,37.0,12.221803267966058,235349,12.368829046829289,4
926,927,1,129480,32,14,1,34,29,0,169972,0,43702,0,0,199,199.0,169972.0,63594,0,2000000,NO,NO FUGA,1,169973,1,43703,1,1,200,169973.0,5.8832873456372485e-06,43703.0,2.288172436674828e-05,1.0,200.0,12.043400763159234,213873,12.273142335555276,3
927,928,0,136815,47,18,1,28,91,0,16538,0,79812,645,3338,130,130.0,79812.0,29476,2,2000000,NO,FUGA,1,16539,1,79813,646,3339,131,16539.0,6.046314771146986e-05,79813.0,0.008093919536917545,5.1687306501547985,0.03923330338424678,9.713536968577682,100463,11.51755473335389,5
928,929,0,465664,30,12,2,104,88,0,171241,0,0,2708,22550,1758,1758.0,171241.0,63544,2,3800000,NO,NO FUGA,1,171242,1,1,2709,22551,1759,171242.0,5.839688861377466e-06,1.0,2709.0,8.324473975636767,0.07800097556649373,12.05083887937662,198257,12.197324491772465,4
929,930,0,2331225,44,18,3,55,90,0,4188,0,140934,167,0,275,167.0,140934.0,52998,2,6800000,NO,FUGA,1,4189,1,140935,168,1,276,4189.0,0.00023872045834328001,140935.0,0.001192038883173094,0.005952380952380952,276.0,8.340456012916183,145564,11.888378001232326,4
930,931,1,5758828,31,14,1,66,253,0,274704,0,0,0,0,0,274704.0,274704.0,103828,0,1300000,NO,NO FUGA,1,274705,1,1,1,1,1,274705.0,3.6402686518265047e-06,1.0,1.0,1.0,1.0,12.523456713854296,274704,12.52345307359227,1
931,932,0,1888342,48,18,3,138,1,2743716,143452,0,0,4282,41,350,41.0,2743716.0,1029068,3,3100000,NO,FUGA,2743717,143453,1,1,4283,42,351,0.05228418237012054,6.970924274849602e-06,1.0,4283.0,0.009806210600046696,8.357142857142858,0.05096321316835286,2891841,14.877404227296683,5
932,933,0,131949,54,18,1,27,226,0,141516,0,0,9,0,122,9.0,141516.0,53479,1,1900000,NO,FUGA,1,141517,1,1,10,1,123,141517.0,7.066288855755846e-06,1.0,10.0,0.1,123.0,11.860182196455682,141647,11.86110038585083,3
933,934,0,996430,47,18,2,138,1,0,82141,0,19426,112,14626,138,112.0,82141.0,30004,1,5300000,NO,FUGA,1,82142,1,19427,113,14627,139,82142.0,1.2174040076939933e-05,19427.0,0.00581664693467854,129.44247787610618,0.00950297395228003,11.316216909853097,116443,11.665165749725729,5
934,935,0,886507,51,18,1,40,86,1998908,45935,0,2501059,830,24239,1388,830.0,2501059.0,1100529,2,1600000,NO,FUGA,1998909,45936,1,2501060,831,24240,1389,0.022980535882323808,2.176941832114246e-05,2501060.0,0.00033225912213221597,29.169675090252706,0.057301980198019804,0.022720460280490802,4572359,15.335540040954475,6
935,936,0,1537631,40,18,1,55,90,0,112026,0,161831,20,0,44,20.0,161831.0,68337,1,1800000,NO,FUGA,1,112027,1,161832,21,1,45,112027.0,8.926419523864782e-06,161832.0,0.00012976419991101882,0.047619047619047616,45.0,11.62650411903244,273921,12.520598673310728,4
936,937,0,168311,35,14,1,39,84,0,12410,0,0,194,0,0,194.0,12410.0,4678,1,2300000,NO,NO FUGA,1,12411,1,1,195,1,1,12411.0,8.057368463459834e-05,1.0,195.0,0.005128205128205128,1.0,9.42641902556827,12604,9.44184883962202,2
937,938,0,897485,47,12,1,138,1,0,69,0,139015,1396,452,560,69.0,139015.0,52388,2,3200000,NO,FUGA,1,70,1,139016,1397,453,561,70.0,0.014285714285714285,139016.0,0.010049202969442367,0.3242662848962062,1.2384105960264902,4.2626798770413155,141492,11.860005524877087,5
938,939,1,5836070,39,14,2,92,88,0,16684,0,404632,194,0,2,2.0,404632.0,151999,1,5600000,NO,NO FUGA,1,16685,1,404633,195,1,3,16685.0,5.993407252022775e-05,404633.0,0.0004819181826494626,0.005128205128205128,3.0,9.72232532346202,421512,12.951605898178565,4
939,940,1,122364,59,14,1,84,89,0,27078,0,0,70,0,0,70.0,27078.0,10230,1,1500000,NO,NO FUGA,1,27079,1,1,71,1,1,27079.0,3.692898556076665e-05,1.0,71.0,0.014084507042253521,1.0,10.206550727026212,27148,10.209095492271228,2
940,941,1,353992,32,15,1,31,119,294617,125692,0,0,103,779,0,103.0,294617.0,113471,1,1900000,NO,NO FUGA,294618,125693,1,1,104,780,1,0.4266304163357297,7.95589253180368e-06,1.0,104.0,7.5,0.001282051282051282,0.355315311492309,421191,12.950844065709255,4
941,942,1,451239,51,18,1,138,1,0,107033,0,0,102,323,0,102.0,107033.0,40428,1,4500000,NO,FUGA,1,107034,1,1,103,324,1,107034.0,9.342825644187828e-06,1.0,103.0,3.145631067961165,0.0030864197530864196,11.580911162761323,107458,11.584864658451313,3
942,943,0,594870,34,14,2,27,226,0,602983,0,0,6,6175,0,6.0,602983.0,227528,1,3100000,NO,NO FUGA,1,602984,1,1,7,6176,1,602984.0,1.6584187971820149e-06,1.0,7.0,882.2857142857143,0.00016191709844559586,13.309647599778028,609164,13.319844445956106,3
943,944,1,6353,55,14,4,31,119,1427927,281186,0,1192308,1796,0,131,131.0,1427927.0,623890,1,7500000,SI,NO FUGA,1427928,281187,1,1192309,1797,1,132,0.19691959258450006,3.556352178443527e-06,1192309.0,0.0015071596373087848,0.0005564830272676684,132.0,0.17975125020468366,2903348,14.881375456242457,5
944,945,0,63746,40,12,1,123,85,0,231194,0,21607,248,0,178,178.0,231194.0,86368,2,5500000,SI,FUGA,1,231195,1,21608,249,1,179,231195.0,4.325353056943273e-06,21608.0,0.011523509811181044,0.004016064257028112,179.0,12.351021114592632,253227,12.442045547656308,4
945,946,1,42134,47,14,2,134,16,0,0,0,0,88,8995,115,88.0,8995.0,3387,1,1800000,SI,NO FUGA,1,1,1,1,89,8996,116,1.0,1.0,1.0,89.0,101.07865168539325,0.012894619831036016,0.6931471805599453,9198,9.126850061477157,3
946,947,0,31851,49,12,1,55,90,0,11973,0,0,839,0,91,91.0,11973.0,4477,3,1000000,SI,FUGA,1,11974,1,1,840,1,92,11974.0,8.351428094204109e-05,1.0,840.0,0.0011904761904761906,92.0,9.390576422279116,12903,9.465292619805044,3
947,948,1,2673448,33,14,2,105,59,0,244426,0,307005,284,0,227,227.0,307005.0,135693,1,2400000,NO,NO FUGA,1,244427,1,307006,285,1,228,244427.0,4.091201053893391e-06,307006.0,0.000928320619140994,0.0035087719298245615,228.0,12.406676066002142,551942,13.221200059057896,4
948,949,0,488117,48,18,1,117,88,0,179941,0,0,1863,0,66,66.0,179941.0,67893,2,500000,SI,FUGA,1,179942,1,1,1864,1,67,179942.0,5.557346256015827e-06,1.0,1864.0,0.000536480686695279,67.0,12.100395413056205,181870,12.111052923538894,3
949,950,0,424477,53,18,1,31,119,896575,455509,0,1368587,2414,6963,534,534.0,1368587.0,550646,3,3700000,NO,FUGA,896576,455510,1,1368588,2415,6964,535,0.5080550895852666,2.195341485368049e-06,1368588.0,0.0017645924120334242,2.8836438923395447,0.07682366456059736,0.4108208004737198,2730582,14.820025697475476,6
950,951,0,596552,53,14,3,27,226,0,402219,0,0,64,4842,2665,64.0,402219.0,151559,1,4400000,NO,FUGA,1,402220,1,1,65,4843,2666,402220.0,2.4862015812242055e-06,1.0,65.0,74.50769230769231,0.5504852364237043,12.904756967787085,409790,12.923402552613119,4
951,952,1,147956,41,18,2,138,1,0,9398,0,153495,1256,0,790,790.0,153495.0,57394,2,1300000,NO,FUGA,1,9399,1,153496,1257,1,791,9399.0,0.00010639429726566656,153496.0,0.00818913847917861,0.0007955449482895784,791.0,9.148464968258095,164939,12.013337050387346,4
952,953,1,4532909,34,14,4,90,80,0,671178,0,0,327,22020,210,210.0,671178.0,252392,1,4400000,NO,NO FUGA,1,671179,1,1,328,22021,211,671179.0,1.489915506891604e-06,1.0,328.0,67.13719512195122,0.009581762862721947,13.416792636313351,693735,13.449846763658979,4
953,954,1,16875,57,14,1,27,226,0,756988,0,0,0,23485,0,23485.0,756988.0,284769,0,2200000,NO,NO FUGA,1,756989,1,1,1,23486,1,756989.0,1.321023158856998e-06,1.0,1.0,23486.0,4.2578557438473986e-05,13.537105322292703,780473,13.567656706403268,2
954,955,0,19514,45,18,1,55,90,210871,104971,21504,0,2074,0,4,4.0,210871.0,81131,1,5300000,NO,FUGA,210872,104972,21505,1,2075,1,5,0.4977996130353959,0.20486415425065732,4.650081376424087e-05,2075.0,0.00048192771084337347,5.0,0.40399710647777237,339424,12.735008288468482,5
955,956,1,1788325,33,14,2,107,118,0,115652,0,1665,361,1185,13,13.0,115652.0,43514,1,1400000,NO,NO FUGA,1,115653,1,1666,362,1186,14,115653.0,8.64655478024781e-06,1666.0,0.21728691476590636,3.276243093922652,0.011804384485666104,11.658358254177763,118876,11.685844624101536,5
956,957,0,59440,54,12,1,55,90,0,1733872,3724699,0,200,0,1620,200.0,3724699.0,1450303,1,6900000,NO,FUGA,1,1733873,3724700,1,201,1,1621,1733873.0,2.148196551881251,2.684779982280452e-07,201.0,0.004975124378109453,1621.0,14.36586876932258,5460391,15.513031140015753,4
957,958,0,482916,54,12,1,40,105,0,867234,0,34564,0,4222,13,13.0,867234.0,325585,1,1800000,NO,FUGA,1,867235,1,34565,1,4223,14,867235.0,1.1530899929084966e-06,34565.0,2.8930999566035007e-05,4223.0,0.0033151787828557895,13.67306642172101,906033,13.716832111914792,4
958,959,1,1109482,32,14,1,10,5,0,0,0,0,48,1383,32,32.0,1383.0,518,1,2300000,NO,NO FUGA,1,1,1,1,49,1384,33,1.0,1.0,1.0,49.0,28.244897959183675,0.02384393063583815,0.6931471805599453,1463,7.288927694521257,3
959,960,0,253815,40,14,1,12,13,0,255935,0,0,4289,0,0,4289.0,255935.0,96477,2,550000,NO,NO FUGA,1,255936,1,1,4290,1,1,255936.0,3.907226806701676e-06,1.0,4290.0,0.0002331002331002331,1.0,12.452686599425665,260224,12.46930192038367,2
960,961,1,6788792,39,14,2,24,115,0,0,0,0,78,0,0,78.0,78.0,29,1,6200000,NO,NO FUGA,1,1,1,1,79,1,1,1.0,1.0,1.0,79.0,0.012658227848101266,1.0,0.6931471805599453,78,4.3694478524670215,1
961,962,1,35782,34,14,2,14,22,0,718810,0,0,6625,0,773,773.0,718810.0,271229,1,8000000,SI,NO FUGA,1,718811,1,1,6626,1,774,718811.0,1.3911862784514983e-06,1.0,6626.0,0.00015092061575611228,774.0,13.485355128243008,726208,13.495593131165665,3
962,963,0,915722,42,14,3,72,504,4200761,403000,0,556191,1832,0,188,188.0,4200761.0,1544430,1,4400000,SI,NO FUGA,4200762,403001,1,556192,1833,1,189,0.09593521365885523,2.4813834208848115e-06,556192.0,0.0032956245325355274,0.0005455537370430987,189.0,0.09160807515353067,5161972,15.456829428716215,5
963,964,0,236527,35,14,1,129,105,0,1164,0,71114,141,353,16,16.0,71114.0,26776,1,1600000,NO,NO FUGA,1,1165,1,71115,142,354,17,1165.0,0.0008583690987124463,71115.0,0.00199676580187021,2.492957746478873,0.0480225988700565,7.061334366910438,72788,11.19532012386709,5
964,965,0,42965,53,12,1,55,90,0,78483,0,712476,83,0,53,53.0,712476.0,265950,2,8000000,NO,FUGA,1,78484,1,712477,84,1,54,78484.0,1.2741450486723409e-05,712477.0,0.0001178985426897991,0.011904761904761904,54.0,11.270662802709307,791095,13.581174604745915,4
965,966,0,289935,32,14,2,90,89,1058977,0,0,0,1520,19433,250,250.0,1058977.0,398983,1,500000,NO,NO FUGA,1058978,1,1,1,1521,19434,251,9.443066805920426e-07,1.0,1.0,1521.0,12.777120315581854,0.012915508901924463,9.443062347707869e-07,1080180,13.892639177650926,4
966,967,0,1197321,46,18,1,31,119,378233,76760,0,411849,3353,0,312,312.0,411849.0,187229,2,4600000,NO,FUGA,378234,76761,1,411850,3354,1,313,0.20294579545995337,1.3027448834694702e-05,411850.0,0.008143741653514629,0.0002981514609421586,313.0,0.18477337817188338,870507,13.676832228268772,5
967,968,0,800916,43,18,1,50,99,0,81178,0,56314,280,0,6,6.0,81178.0,34276,2,2000000,NO,FUGA,1,81179,1,56315,281,1,7,81179.0,1.2318456743739145e-05,56315.0,0.00498978957648939,0.0035587188612099642,7.0,11.304424190392888,137778,11.833406231173395,4
968,969,0,65317,48,12,1,138,1,0,282388,0,0,953,0,0,953.0,282388.0,106673,2,3000000,SI,FUGA,1,282389,1,1,954,1,1,282389.0,3.541214424074592e-06,1.0,954.0,0.0010482180293501049,1.0,12.551044373209375,283341,12.554409927565873,2
969,970,0,257521,29,18,2,118,95,0,7278,0,54137,162,0,311,162.0,54137.0,20152,2,1500000,NO,FUGA,1,7279,1,54138,163,1,312,7279.0,0.00013738150844896276,54138.0,0.003010824190032879,0.006134969325153374,312.0,8.892886141190731,61888,11.033097736903727,4
970,971,1,413842,36,18,1,21,502,0,0,0,243529,0,0,138,138.0,243529.0,92036,0,1800000,NO,NO FUGA,1,1,1,243530,1,1,139,1.0,1.0,243530.0,4.106270274709481e-06,1.0,139.0,0.6931471805599453,243667,12.403561922005059,2
971,972,1,4208817,40,14,2,93,80,0,710046,0,0,0,0,0,710046.0,710046.0,268372,1,750000,NO,NO FUGA,1,710047,1,1,1,1,1,710047.0,1.408357474927716e-06,1.0,1.0,1.0,1.0,13.473087852366143,710046,13.47308644400966,1
972,973,0,1005743,40,18,1,31,119,0,866366,0,772941,17,0,4333,17.0,866366.0,400437,1,4600000,NO,FUGA,1,866367,1,772942,18,1,4334,866367.0,1.1542452563405578e-06,772942.0,2.3287646421076873e-05,0.05555555555555555,4334.0,13.672065039545458,1643657,14.312434803760107,4
973,974,0,731142,36,12,1,90,85,0,0,976055,0,2584,1972,855,855.0,976055.0,368574,1,6100000,NO,NO FUGA,1,1,976056,1,2585,1973,856,1.0,976056.0,1.0245313793470867e-06,2585.0,0.7632495164410058,0.43385707045108973,0.6931471805599453,981466,13.79680367012629,4
974,975,0,5649370,41,18,1,32,97,486967,271379,0,0,506,0,26,26.0,486967.0,195155,3,1400000,NO,FUGA,486968,271380,1,1,507,1,27,0.5572850782802977,3.6848699240916797e-06,1.0,507.0,0.0019723865877712033,27.0,0.4429439706844477,758878,13.539597623379146,4
975,976,1,43223,51,14,1,82,105,0,102241,0,224773,185,0,202,185.0,224773.0,87238,1,1600000,NO,FUGA,1,102242,1,224774,186,1,203,102242.0,9.780716339664718e-06,224774.0,0.0008274978422771317,0.005376344086021506,203.0,11.535107611903877,327401,12.698944052636005,4
976,977,0,44621,42,18,1,55,90,1279723,384811,0,549870,1142,0,0,1142.0,1279723.0,480779,1,3500000,NO,FUGA,1279724,384812,1,549871,1143,1,1,0.30069921326786087,2.5986715590989886e-06,549871.0,0.0020786693606318573,0.0008748906386701663,1.0,0.2629019762344966,2215546,14.611009883569537,4
977,978,0,256606,40,14,1,27,226,1269877,0,0,127903,1099,6279,6,6.0,1269877.0,473799,2,5800000,SI,FUGA,1269878,1,1,127904,1100,6280,7,7.874772222213472e-07,1.0,127904.0,0.008600200150112584,5.709090909090909,0.0011146496815286624,7.874769122592854e-07,1405164,14.155665291577133,5
978,979,0,753222,51,12,2,90,80,0,1237225,0,0,1233,5335,1751,1233.0,1237225.0,467106,2,2000000,NO,FUGA,1,1237226,1,1,1234,5336,1752,1237226.0,8.082597682234289e-07,1.0,1234.0,4.3241491085899515,0.328335832083958,14.02838314302728,1245544,14.035083743099943,4
979,980,0,205697,46,12,1,76,85,0,367071,0,97825,0,0,128,128.0,367071.0,137488,1,3100000,NO,FUGA,1,367072,1,97826,1,1,129,367072.0,2.7242611803678843e-06,97826.0,1.0222231308650053e-05,1.0,129.0,12.813316017338463,465024,13.049846446565152,3
980,981,0,67510,44,18,1,55,90,1119048,251537,3402765,631478,757,0,176,176.0,3402765.0,1232781,1,4600000,NO,FUGA,1119049,251538,3402766,631479,758,1,177,0.22477836091180994,13.527840723866772,0.1855781443684344,0.0012003566231022725,0.0013192612137203166,177.0,0.20275989775899694,5405761,15.502975979692161,6
981,982,1,165267,47,12,2,138,1,0,0,0,54320,0,0,20,20.0,54320.0,20529,1,1800000,NO,FUGA,1,1,1,54321,1,1,21,1.0,1.0,54321.0,1.840908672520756e-05,1.0,21.0,0.6931471805599453,54340,10.903034285460993,2
982,983,1,151483,52,12,1,31,119,0,191222,0,0,0,0,58,58.0,191222.0,72271,1,2100000,NO,FUGA,1,191223,1,1,1,1,59,191223.0,5.229496451786658e-06,1.0,1.0,1.0,59.0,12.161200794734636,191280,12.161498830056642,2
983,984,0,608870,54,18,2,25,90,0,125903,0,29392,0,3646,79,79.0,125903.0,46755,1,5200000,NO,FUGA,1,125904,1,29393,1,3647,80,125904.0,7.94255941034439e-06,29393.0,3.402170584833123e-05,3647.0,0.021935837674801208,11.743282933302632,159020,11.97679154795287,4
984,985,0,120343,40,12,1,15,66,0,586956,0,0,2,0,0,2.0,586956.0,221848,1,3400000,NO,NO FUGA,1,586957,1,1,3,1,1,586957.0,1.703702315501817e-06,1.0,3.0,0.3333333333333333,1.0,13.282708545994856,586958,13.282710249692817,2
985,986,1,3399416,36,14,4,13,16,0,41923,0,0,40,3343,291,40.0,41923.0,15661,1,1600000,NO,NO FUGA,1,41924,1,1,41,3344,292,41924.0,2.3852685812422478e-05,1.0,41.0,81.5609756097561,0.08732057416267942,10.64363758669141,45597,10.727619134891492,4
986,987,0,698812,56,14,1,19,117,0,570666,0,0,361,11562,0,361.0,570666.0,214983,1,3000000,NO,NO FUGA,1,570667,1,1,362,11563,1,570667.0,1.752335425037719e-06,1.0,362.0,31.941988950276244,8.648274669203493e-05,13.254562883461583,582589,13.27523895892487,3
987,988,0,593727,42,18,1,31,119,1346645,0,0,0,1578,53428,0,1578.0,1346645.0,505906,1,2200000,NO,FUGA,1346646,1,1,1,1579,53429,1,7.425856535422079e-07,1.0,1.0,1579.0,33.83723875870804,1.8716427408336298e-05,7.425853779181297e-07,1401651,14.15316209893268,3
988,989,1,17031,58,12,2,84,128,0,58958,5603289,423262,1103,37840,6055,1103.0,5603289.0,2090132,1,7200000,SI,NO FUGA,1,58959,5603290,423263,1104,37841,6056,58959.0,95.03705965162231,0.07553829982028415,0.002608307364451889,34.27626811594203,0.16003805396263313,10.984614526863218,6130507,15.628788175604384,6
989,990,0,464764,40,18,1,31,119,818930,46569,0,1698318,2145,0,944,944.0,1698318.0,660279,3,1100000,SI,FUGA,818931,46570,1,1698319,2146,1,945,0.05686681783935399,2.1473051320592655e-05,1698319.0,0.0012636024209821595,0.00046598322460391424,945.0,0.055308698797431485,2566906,14.758212230135829,5
990,991,0,401391,30,14,2,13,16,0,326458,0,0,838,0,0,838.0,326458.0,123337,2,4200000,NO,NO FUGA,1,326459,1,1,839,1,1,326459.0,3.063171791863603e-06,1.0,839.0,0.0011918951132300357,1.0,12.696062708708027,327296,12.698623294544424,2
991,992,1,10690,58,14,2,90,88,0,696768,0,0,755,0,6923,755.0,696768.0,262882,1,8000000,SI,NO FUGA,1,696769,1,1,756,1,6924,696769.0,1.4351958827100518e-06,1.0,756.0,0.0013227513227513227,6924.0,13.454210649632618,704446,13.465168376830862,3
992,993,0,28342,50,18,2,138,1,1537337,21959,0,0,369,1196,959,369.0,1537337.0,579571,3,2100000,NO,FUGA,1537338,21960,1,1,370,1197,960,0.014284431920631637,4.553734061930783e-05,1.0,370.0,3.235135135135135,0.8020050125313283,0.01418337068755462,1561820,14.261363006144133,5
993,994,0,481077,47,18,1,76,103,0,598,0,68198,67,0,157,67.0,68198.0,25725,1,1900000,NO,FUGA,1,599,1,68199,68,1,158,599.0,0.001669449081803005,68199.0,0.000997082068652033,0.014705882352941176,158.0,6.396929655216146,69020,11.142166085101078,4
994,995,1,38667,45,14,2,63,300,0,36172,0,0,124,0,0,124.0,36172.0,13663,1,2200000,SI,NO FUGA,1,36173,1,1,125,1,1,36173.0,2.7644928537859728e-05,1.0,125.0,0.008,1.0,10.49609590771746,36296,10.499490372209587,2
995,996,0,1058050,40,14,1,31,119,27147,22945,0,1542079,1681,0,1206,1206.0,1542079.0,579628,1,3600000,SI,FUGA,27148,22946,1,1542080,1682,1,1207,0.8452188006482982,4.3580580493332174e-05,1542080.0,0.0010907345922390537,0.0005945303210463733,1207.0,0.6125978615984066,1595058,14.282421284112559,5
996,997,1,5929521,28,14,2,21,502,0,145809,0,148,15,0,0,15.0,145809.0,55100,1,1400000,NO,NO FUGA,1,145810,1,149,16,1,1,145810.0,6.858240175570949e-06,149.0,0.10738255033557047,0.0625,1.0,11.89006654152699,145972,11.891176952081684,3
997,998,0,961060,53,18,2,31,118,0,190720,0,667370,773,0,1018,773.0,667370.0,250376,3,3700000,NO,FUGA,1,190721,1,667371,774,1,1019,190721.0,5.243261098672931e-06,667371.0,0.0011597746980315296,0.0012919896640826874,1019.0,12.15857214938132,859881,13.664550449513307,4
998,999,1,77853,50,18,1,90,80,0,576084,0,410158,32,9907,137,32.0,576084.0,244401,1,4200000,NO,FUGA,1,576085,1,410159,33,9908,138,576085.0,1.7358549519602143e-06,410159.0,8.04566034147733e-05,300.24242424242425,0.013928138877674606,13.264012234088618,996318,13.811822766412183,5
999,1000,0,321291,49,14,1,138,1,0,115178,0,206743,0,0,752,752.0,206743.0,82800,1,1700000,NO,FUGA,1,115179,1,206744,1,1,753,115179.0,8.68213823700501e-06,206744.0,4.836899740742174e-06,1.0,753.0,11.654251401060664,322673,12.684397804605071,3
1000,1001,0,9712,43,18,1,53,88,0,691266,0,0,230,0,0,230.0,691266.0,261259,1,8000000,SI,FUGA,1,691267,1,1,231,1,1,691267.0,1.4466190343239298e-06,1.0,231.0,0.004329004329004329,1.0,13.446282871262655,691496,13.446614091682745,2
1001,1002,1,5091925,35,14,4,66,67,0,13722,0,55532,41,0,97,41.0,55532.0,20753,1,3600000,NO,NO FUGA,1,13723,1,55533,42,1,98,13723.0,7.287036362311447e-05,55533.0,0.0007563070606666307,0.023809523809523808,98.0,9.526901403978341,69392,11.14754127685441,4
1002,1003,1,3825,53,14,2,25,88,0,303310,0,93472,298,0,40,40.0,303310.0,114167,1,6900000,SI,NO FUGA,1,303311,1,93473,299,1,41,303311.0,3.2969460388841818e-06,93473.0,0.0031987846757887306,0.0033444816053511705,41.0,12.622517257681347,397120,12.891996299125749,4
1003,1004,1,412895,39,14,1,96,131,0,787289,0,157323,21,0,0,21.0,787289.0,293569,1,1000000,NO,NO FUGA,1,787290,1,157324,22,1,1,787290.0,1.2701799845038041e-06,157324.0,0.00013983880399684727,0.045454545454545456,1.0,13.576353217632558,944633,13.758552829867947,3
1004,1005,0,1021034,44,14,1,55,86,0,19790,0,0,0,0,2,2.0,19790.0,7479,1,8000000,NO,NO FUGA,1,19791,1,1,1,1,3,19791.0,5.052801778586226e-05,1.0,1.0,1.0,3.0,9.893033094632269,19792,9.893083618820736,2
1005,1006,1,354887,29,18,1,105,63,0,0,0,0,4,0,0,4.0,4.0,1,1,2000000,NO,NO FUGA,1,1,1,1,5,1,1,1.0,1.0,1.0,5.0,0.2,1.0,0.6931471805599453,4,1.6094379124341003,1
1006,1007,1,1231718,40,12,4,75,516,0,285667,0,0,0,0,1,1.0,285667.0,107971,0,3100000,NO,NO FUGA,1,285668,1,1,1,1,2,285668.0,3.5005670918688827e-06,1.0,1.0,1.0,2.0,12.562589076906454,285668,12.562589076906454,2
1007,1008,1,589118,34,14,2,62,292,0,313638,0,0,232,0,0,232.0,313638.0,118529,1,2900000,NO,NO FUGA,1,313639,1,1,233,1,1,313639.0,3.1883789962345242e-06,1.0,233.0,0.004291845493562232,1.0,12.656001110344858,313870,12.656737352451959,2
1008,1009,1,658564,41,14,1,103,127,0,10211,0,0,0,9120,0,9120.0,10211.0,4726,0,3500000,NO,NO FUGA,1,10212,1,1,1,9121,1,10212.0,9.792401096748923e-05,1.0,1.0,9121.0,0.0001096371011950444,9.2314166975781,19331,9.869517032964975,2
1009,1010,1,445727,33,18,1,90,80,449260,171171,0,0,763,0,280,280.0,449260.0,171249,1,1400000,NO,NO FUGA,449261,171172,1,1,764,1,281,0.3810079218984065,5.842076975206225e-06,1.0,764.0,0.0013089005235602095,281.0,0.32281361076001897,621474,13.33985096386238,4
1010,1011,1,132645,47,12,2,138,1,0,258393,0,11152,139,0,331,139.0,258393.0,97018,2,1800000,NO,FUGA,1,258394,1,11153,140,1,332,258394.0,3.870058902296493e-06,11153.0,0.012552676409934547,0.007142857142857143,332.0,12.462244700858172,270015,12.50623649548401,4
1011,1012,0,222285,47,18,1,50,86,0,210547,0,310670,163,0,318,163.0,310670.0,130361,1,1500000,NO,FUGA,1,210548,1,310671,164,1,319,210548.0,4.74951080038756e-06,310671.0,0.0005278896324407492,0.006097560975609756,319.0,12.25747368411311,521698,13.16484607219822,4
1012,1013,1,2946565,38,14,2,105,61,0,230205,0,366656,0,0,186,186.0,366656.0,150835,0,4800000,NO,NO FUGA,1,230206,1,366657,1,1,187,230206.0,4.343935431743743e-06,366657.0,2.7273446299947908e-06,1.0,187.0,12.346734183148168,597047,13.299752791152722,3
1013,1014,0,9391,51,14,1,138,1,104610,0,0,0,192,0,0,192.0,104610.0,39526,1,1600000,NO,FUGA,104611,1,1,1,193,1,1,9.55922417336609e-06,1.0,1.0,193.0,0.0051813471502590676,1.0,9.559178484246645e-06,104802,11.559837676413563,2
